Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION NORTE,Sub. Lambayeque,I7 ECOBESA CHICLAYO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1542,1543,1665,1573,1323,7183,6401
REGION NORTE,Sub. Lambayeque,I7 ECOBESA CHICLAYO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,359,359,106,165,469,771,1720
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,9,9,8,6,23,25,55
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,310,310,162,274,94,1108,528
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,294,294,362,200,296,937,1083
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,15,15,21,8,36,37,80
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,75,75,58,79,83,349,338
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,815,815,749,672,863,2807,3629
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,828,829,985,979,789,4272,3563
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,65,65,24,31,112,131,320
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,3,3,1,0,1,2,4
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,63,63,1,15,18,74,126
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,37,37,33,49,36,173,158
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,27,27,27,26,25,144,112
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,14,14,15,15,9,70,54
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,49,49,11,15,19,162,194
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,141,141,376,280,148,1100,691
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10,10,27,19,19,76,57
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7,7,8,13,7,41,31
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,42,42,60,58,61,208,234
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,203,203,270,360,216,1362,899
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,43,43,26,18,12,114,117
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,43,43,56,79,56,327,219
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,563,563,851,742,631,3547,3147
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,987,987,1171,1264,914,5041,4388
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,67,67,61,90,81,334,333
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,63,60,64,56,52,211,238
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,731,731,783,729,552,2930,2760
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,449,452,688,696,376,2568,1886
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,45,45,60,83,42,360,186
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,17,17,22,29,18,89,78
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,429,429,251,387,406,1298,1346
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,373,373,484,431,471,1913,1667
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,111,111,85,118,125,502,520
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,14,0,16
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,3,1,8,1
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,23,23,0,0,39,0,117
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,53,53,15,31,99,169,372
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1238,1238,1178,854,844,4414,3696
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,950,950,644,628,899,2641,4434
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,337,337,352,376,613,2222,2431
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7801,7801,664,11800,7854,44550,29536
REGION MODERNO,CUENTAS CLAVES,ROKY'S,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,55,55,0,6,0,36,11
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,38,38,0,31,50,195,227
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,51,51,0,4,115,50,356
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,21,21,8,23,35,86,189
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,158,158,0,0,178,0,870
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,20,20,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,OXXO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,734,734,0,0,800,0,2476
REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,59,59,0,6,126,11,409
REGION MODERNO,CUENTAS CLAVES,OTROS AYM,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,77,77,0,3,96,3,335
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1292,1292,0,0,81,0,957
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,4,4,0,0,3,0,11
REGION MODERNO,CUENTAS CLAVES,KA CORPORATIVO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,-3
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,19,19,0,0,26,5,117
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,34,34,0,33,50,254,193
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,4
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,1
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,47,47,0,55,49,213,204
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,865,865,509,515,1444,4151,6134
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,4338,4338,3595,4314,3974,22648,16219
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7292,7292,3179,5540,6965,20514,34794
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,2104,2104,1088,3765,2629,14590,12120
REGION LIMA,LIMA VERTICAL,I6 ECOBESA CHINCHA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,75,0,0,0,0
REGION LIMA,LIMA VERTICAL,I5 ECOBESA PISCO Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,1,0,0,0,0
REGION LIMA,LIMA VERTICAL,79 PADEMAR CAnETE Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,5,0,5,0
REGION LIMA,LIMA VERTICAL,26 PADEMAR MALA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,8
REGION LIMA,LIMA 2,I9 ECOBESA COMAS,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,1,0
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,19,22,46,31,29,133,139
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,360,357,569,501,831,2062,2164
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,124,123,109,167,227,611,821
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16,21,6,25,5,160,63
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,214,209,213,370,303,1431,1417
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,59,58,19,66,69,333,358
REGION LIMA,LIMA 2,I3 ECOBESA ICA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,102,102,103,141,129,585,527
REGION LIMA,LIMA 2,I3 ECOBESA ICA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,576,576,431,630,518,2787,2365
REGION LIMA,LIMA 2,I3 ECOBESA ICA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,318,318,70,218,341,1024,1445
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,79,79,61,101,77,703,526
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,807,807,835,1004,1365,4516,3974
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,30,30,31,43,40,269,236
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,45,45,50,46,41,237,237
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,668,668,710,920,746,3837,3251
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16,16,51,29,13,155,156
REGION LIMA,LIMA 2,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,45,44,44,47,42,347,279
REGION LIMA,LIMA 2,33 PACI VES,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1336,1334,1062,1415,1545,5926,5784
REGION LIMA,LIMA 2,33 PACI VES,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,92,92,133,109,45,405,305
REGION LIMA,LIMA 2,33 PACI CHO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,99,97,87,80,83,375,478
REGION LIMA,LIMA 2,33 PACI CHO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,2083,2087,1655,2354,2459,9775,10218
REGION LIMA,LIMA 2,33 PACI CHO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,159,159,145,398,142,1653,704
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,21,18,5,30,28,174,95
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,444,447,360,590,510,2558,2232
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,47,47,61,48,54,286,234
REGION LIMA,LIMA 2,26 PADEMAR MALA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,83,82,32,64,85,453,529
REGION LIMA,LIMA 2,26 PADEMAR MALA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,244,244,274,399,415,2086,1844
REGION LIMA,LIMA 2,26 PADEMAR MALA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,14,14,6,11,8,79,46
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,68,68,53,51,31,304,154
